num_species,c,surving_ct
2,0.100000,2
2,0.100000,2
2,0.100000,2
2,0.100000,2
2,0.100000,2
2,0.100000,2
2,0.100000,2
2,0.100000,2
2,0.100000,2
2,0.100000,2
2,0.100000,2
2,0.100000,2
2,0.100000,2
2,0.100000,2
2,0.100000,2
2,0.100000,2
2,0.100000,2
2,0.100000,2
2,0.100000,2
2,0.100000,2
2,0.100000,2
2,0.100000,2
2,0.100000,2
2,0.100000,2
2,0.100000,2
2,0.100000,2
2,0.100000,2
2,0.100000,2
2,0.100000,2
2,0.100000,2
2,0.100000,2
2,0.100000,2
2,0.100000,2
2,0.100000,2
2,0.100000,2
2,0.100000,2
2,0.100000,2
2,0.100000,2
2,0.100000,2
2,0.100000,2
2,0.100000,2
2,0.100000,2
2,0.100000,2
2,0.100000,2
2,0.100000,2
2,0.100000,2
2,0.100000,2
2,0.100000,2
2,0.100000,2
2,0.100000,2
2,0.100000,2
2,0.100000,2
2,0.100000,2
2,0.100000,2
2,0.100000,2
2,0.100000,2
2,0.100000,2
2,0.100000,2
2,0.100000,2
2,0.100000,2
2,0.100000,2
2,0.100000,2
2,0.100000,2
2,0.100000,2
2,0.100000,2
2,0.100000,2
2,0.100000,2
2,0.100000,2
2,0.100000,2
2,0.100000,2
2,0.100000,2
2,0.100000,2
2,0.100000,2
2,0.100000,2
2,0.100000,2
2,0.100000,2
2,0.100000,2
2,0.100000,2
2,0.100000,2
2,0.100000,2
2,0.100000,2
2,0.100000,2
2,0.100000,2
2,0.100000,2
2,0.100000,2
2,0.100000,2
2,0.100000,2
2,0.100000,2
2,0.100000,2
2,0.100000,2
2,0.100000,2
2,0.100000,2
2,0.100000,2
2,0.100000,2
2,0.100000,2
2,0.100000,2
2,0.100000,2
2,0.100000,2
2,0.100000,2
2,0.100000,2
2,0.200000,2
2,0.200000,2
2,0.200000,2
2,0.200000,2
2,0.200000,2
2,0.200000,2
2,0.200000,2
2,0.200000,2
2,0.200000,2
2,0.200000,2
2,0.200000,2
2,0.200000,2
2,0.200000,2
2,0.200000,2
2,0.200000,2
2,0.200000,2
2,0.200000,2
2,0.200000,2
2,0.200000,2
2,0.200000,2
2,0.200000,2
2,0.200000,2
2,0.200000,2
2,0.200000,2
2,0.200000,2
2,0.200000,2
2,0.200000,2
2,0.200000,2
2,0.200000,2
2,0.200000,2
2,0.200000,2
2,0.200000,2
2,0.200000,2
2,0.200000,2
2,0.200000,2
2,0.200000,2
2,0.200000,2
2,0.200000,2
2,0.200000,2
2,0.200000,2
2,0.200000,2
2,0.200000,2
2,0.200000,2
2,0.200000,2
2,0.200000,2
2,0.200000,2
2,0.200000,2
2,0.200000,2
2,0.200000,2
2,0.200000,2
2,0.200000,2
2,0.200000,2
2,0.200000,2
2,0.200000,2
2,0.200000,2
2,0.200000,2
2,0.200000,2
2,0.200000,2
2,0.200000,2
2,0.200000,2
2,0.200000,2
2,0.200000,2
2,0.200000,2
2,0.200000,2
2,0.200000,2
2,0.200000,2
2,0.200000,2
2,0.200000,2
2,0.200000,2
2,0.200000,2
2,0.200000,2
2,0.200000,2
2,0.200000,2
2,0.200000,2
2,0.200000,2
2,0.200000,2
2,0.200000,2
2,0.200000,2
2,0.200000,2
2,0.200000,2
2,0.200000,2
2,0.200000,2
2,0.200000,2
2,0.200000,2
2,0.200000,2
2,0.200000,2
2,0.200000,2
2,0.200000,2
2,0.200000,2
2,0.200000,2
2,0.200000,2
2,0.200000,2
2,0.200000,2
2,0.200000,2
2,0.200000,2
2,0.200000,2
2,0.200000,2
2,0.200000,2
2,0.200000,2
2,0.200000,2
2,0.300000,2
2,0.300000,2
2,0.300000,2
2,0.300000,2
2,0.300000,2
2,0.300000,2
2,0.300000,2
2,0.300000,2
2,0.300000,2
2,0.300000,2
2,0.300000,2
2,0.300000,2
2,0.300000,2
2,0.300000,2
2,0.300000,2
2,0.300000,2
2,0.300000,2
2,0.300000,2
2,0.300000,2
2,0.300000,2
2,0.300000,2
2,0.300000,2
2,0.300000,2
2,0.300000,2
2,0.300000,2
2,0.300000,2
2,0.300000,2
2,0.300000,2
2,0.300000,2
2,0.300000,2
2,0.300000,2
2,0.300000,2
2,0.300000,2
2,0.300000,2
2,0.300000,2
2,0.300000,2
2,0.300000,2
2,0.300000,2
2,0.300000,2
2,0.300000,2
2,0.300000,2
2,0.300000,2
2,0.300000,2
2,0.300000,2
2,0.300000,2
2,0.300000,2
2,0.300000,2
2,0.300000,2
2,0.300000,2
2,0.300000,2
2,0.300000,2
2,0.300000,2
2,0.300000,2
2,0.300000,2
2,0.300000,2
2,0.300000,2
2,0.300000,2
2,0.300000,2
2,0.300000,2
2,0.300000,2
2,0.300000,2
2,0.300000,2
2,0.300000,2
2,0.300000,2
2,0.300000,2
2,0.300000,2
2,0.300000,2
2,0.300000,2
2,0.300000,2
2,0.300000,2
2,0.300000,2
2,0.300000,2
2,0.300000,2
2,0.300000,2
2,0.300000,2
2,0.300000,2
2,0.300000,2
2,0.300000,2
2,0.300000,2
2,0.300000,2
2,0.300000,2
2,0.300000,2
2,0.300000,2
2,0.300000,2
2,0.300000,2
2,0.300000,2
2,0.300000,2
2,0.300000,2
2,0.300000,2
2,0.300000,2
2,0.300000,2
2,0.300000,2
2,0.300000,2
2,0.300000,2
2,0.300000,2
2,0.300000,2
2,0.300000,2
2,0.300000,2
2,0.300000,2
2,0.300000,2
2,0.450000,2
2,0.450000,2
2,0.450000,2
2,0.450000,2
2,0.450000,2
2,0.450000,2
2,0.450000,2
2,0.450000,2
2,0.450000,2
2,0.450000,2
2,0.450000,2
2,0.450000,2
2,0.450000,2
2,0.450000,2
2,0.450000,2
2,0.450000,2
2,0.450000,2
2,0.450000,2
2,0.450000,2
2,0.450000,2
2,0.450000,2
2,0.450000,2
2,0.450000,2
2,0.450000,2
2,0.450000,2
2,0.450000,2
2,0.450000,2
2,0.450000,2
2,0.450000,2
2,0.450000,2
2,0.450000,2
2,0.450000,2
2,0.450000,2
2,0.450000,2
2,0.450000,2
2,0.450000,2
2,0.450000,2
2,0.450000,2
2,0.450000,2
2,0.450000,2
2,0.450000,2
2,0.450000,2
2,0.450000,2
2,0.450000,2
2,0.450000,2
2,0.450000,2
2,0.450000,2
2,0.450000,2
2,0.450000,2
2,0.450000,2
2,0.450000,2
2,0.450000,2
2,0.450000,2
2,0.450000,2
2,0.450000,2
2,0.450000,2
2,0.450000,2
2,0.450000,2
2,0.450000,2
2,0.450000,2
2,0.450000,2
2,0.450000,2
2,0.450000,2
2,0.450000,2
2,0.450000,2
2,0.450000,2
2,0.450000,2
2,0.450000,2
2,0.450000,2
2,0.450000,2
2,0.450000,2
2,0.450000,2
2,0.450000,2
2,0.450000,2
2,0.450000,2
2,0.450000,2
2,0.450000,2
2,0.450000,2
2,0.450000,2
2,0.450000,2
2,0.450000,2
2,0.450000,2
2,0.450000,2
2,0.450000,2
2,0.450000,2
2,0.450000,2
2,0.450000,2
2,0.450000,2
2,0.450000,2
2,0.450000,2
2,0.450000,2
2,0.450000,2
2,0.450000,2
2,0.450000,2
2,0.450000,2
2,0.450000,2
2,0.450000,2
2,0.450000,2
2,0.450000,2
2,0.450000,2
3,0.100000,3
3,0.100000,3
3,0.100000,3
3,0.100000,1
3,0.100000,3
3,0.100000,3
3,0.100000,3
3,0.100000,2
3,0.100000,3
3,0.100000,3
3,0.100000,3
3,0.100000,3
3,0.100000,3
3,0.100000,3
3,0.100000,2
3,0.100000,3
3,0.100000,3
3,0.100000,3
3,0.100000,1
3,0.100000,3
3,0.100000,2
3,0.100000,3
3,0.100000,3
3,0.100000,3
3,0.100000,3
3,0.100000,2
3,0.100000,3
3,0.100000,1
3,0.100000,3
3,0.100000,3
3,0.100000,3
3,0.100000,3
3,0.100000,3
3,0.100000,3
3,0.100000,3
3,0.100000,3
3,0.100000,3
3,0.100000,3
3,0.100000,3
3,0.100000,1
3,0.100000,3
3,0.100000,3
3,0.100000,1
3,0.100000,3
3,0.100000,3
3,0.100000,1
3,0.100000,1
3,0.100000,3
3,0.100000,3
3,0.100000,3
3,0.100000,3
3,0.100000,3
3,0.100000,1
3,0.100000,3
3,0.100000,3
3,0.100000,3
3,0.100000,2
3,0.100000,3
3,0.100000,3
3,0.100000,3
3,0.100000,3
3,0.100000,3
3,0.100000,3
3,0.100000,3
3,0.100000,3
3,0.100000,3
3,0.100000,3
3,0.100000,3
3,0.100000,2
3,0.100000,3
3,0.100000,3
3,0.100000,3
3,0.100000,3
3,0.100000,3
3,0.100000,2
3,0.100000,3
3,0.100000,3
3,0.100000,2
3,0.100000,3
3,0.100000,3
3,0.100000,3
3,0.100000,2
3,0.100000,3
3,0.100000,3
3,0.100000,3
3,0.100000,1
3,0.100000,3
3,0.100000,2
3,0.100000,2
3,0.100000,2
3,0.100000,3
3,0.100000,3
3,0.100000,3
3,0.100000,3
3,0.100000,3
3,0.100000,3
3,0.100000,3
3,0.100000,3
3,0.100000,3
3,0.100000,2
3,0.200000,3
3,0.200000,2
3,0.200000,2
3,0.200000,3
3,0.200000,1
3,0.200000,3
3,0.200000,2
3,0.200000,3
3,0.200000,2
3,0.200000,3
3,0.200000,3
3,0.200000,2
3,0.200000,2
3,0.200000,3
3,0.200000,2
3,0.200000,2
3,0.200000,2
3,0.200000,3
3,0.200000,2
3,0.200000,2
3,0.200000,1
3,0.200000,3
3,0.200000,3
3,0.200000,3
3,0.200000,3
3,0.200000,2
3,0.200000,2
3,0.200000,3
3,0.200000,2
3,0.200000,3
3,0.200000,3
3,0.200000,3
3,0.200000,3
3,0.200000,2
3,0.200000,2
3,0.200000,1
3,0.200000,2
3,0.200000,3
3,0.200000,2
3,0.200000,2
3,0.200000,2
3,0.200000,2
3,0.200000,2
3,0.200000,3
3,0.200000,2
3,0.200000,2
3,0.200000,2
3,0.200000,3
3,0.200000,3
3,0.200000,3
3,0.200000,3
3,0.200000,2
3,0.200000,2
3,0.200000,2
3,0.200000,2
3,0.200000,2
3,0.200000,3
3,0.200000,2
3,0.200000,2
3,0.200000,3
3,0.200000,2
3,0.200000,3
3,0.200000,3
3,0.200000,2
3,0.200000,3
3,0.200000,2
3,0.200000,2
3,0.200000,3
3,0.200000,2
3,0.200000,3
3,0.200000,2
3,0.200000,2
3,0.200000,1
3,0.200000,2
3,0.200000,3
3,0.200000,3
3,0.200000,2
3,0.200000,3
3,0.200000,2
3,0.200000,3
3,0.200000,2
3,0.200000,2
3,0.200000,2
3,0.200000,1
3,0.200000,2
3,0.200000,2
3,0.200000,1
3,0.200000,2
3,0.200000,2
3,0.200000,2
3,0.200000,3
3,0.200000,1
3,0.200000,3
3,0.200000,3
3,0.200000,3
3,0.200000,3
3,0.200000,2
3,0.200000,3
3,0.200000,2
3,0.200000,3
3,0.300000,2
3,0.300000,2
3,0.300000,2
3,0.300000,2
3,0.300000,3
3,0.300000,2
3,0.300000,3
3,0.300000,2
3,0.300000,3
3,0.300000,3
3,0.300000,2
3,0.300000,3
3,0.300000,2
3,0.300000,2
3,0.300000,2
3,0.300000,2
3,0.300000,3
3,0.300000,2
3,0.300000,3
3,0.300000,2
3,0.300000,2
3,0.300000,2
3,0.300000,2
3,0.300000,2
3,0.300000,2
3,0.300000,3
3,0.300000,3
3,0.300000,2
3,0.300000,3
3,0.300000,2
3,0.300000,2
3,0.300000,2
3,0.300000,3
3,0.300000,2
3,0.300000,2
3,0.300000,2
3,0.300000,3
3,0.300000,2
3,0.300000,2
3,0.300000,2
3,0.300000,2
3,0.300000,2
3,0.300000,2
3,0.300000,3
3,0.300000,2
3,0.300000,2
3,0.300000,2
3,0.300000,2
3,0.300000,2
3,0.300000,3
3,0.300000,2
3,0.300000,2
3,0.300000,2
3,0.300000,3
3,0.300000,2
3,0.300000,2
3,0.300000,3
3,0.300000,2
3,0.300000,2
3,0.300000,1
3,0.300000,2
3,0.300000,3
3,0.300000,2
3,0.300000,2
3,0.300000,1
3,0.300000,2
3,0.300000,3
3,0.300000,2
3,0.300000,2
3,0.300000,2
3,0.300000,3
3,0.300000,2
3,0.300000,2
3,0.300000,3
3,0.300000,3
3,0.300000,2
3,0.300000,2
3,0.300000,2
3,0.300000,3
3,0.300000,1
3,0.300000,2
3,0.300000,3
3,0.300000,2
3,0.300000,2
3,0.300000,1
3,0.300000,2
3,0.300000,2
3,0.300000,3
3,0.300000,2
3,0.300000,2
3,0.300000,2
3,0.300000,3
3,0.300000,2
3,0.300000,2
3,0.300000,2
3,0.300000,1
3,0.300000,2
3,0.300000,2
3,0.300000,3
3,0.300000,3
3,0.450000,1
3,0.450000,2
3,0.450000,2
3,0.450000,2
3,0.450000,2
3,0.450000,2
3,0.450000,2
3,0.450000,2
3,0.450000,2
3,0.450000,2
3,0.450000,2
3,0.450000,2
3,0.450000,2
3,0.450000,2
3,0.450000,2
3,0.450000,2
3,0.450000,2
3,0.450000,2
3,0.450000,2
3,0.450000,2
3,0.450000,2
3,0.450000,2
3,0.450000,2
3,0.450000,2
3,0.450000,2
3,0.450000,2
3,0.450000,2
3,0.450000,2
3,0.450000,2
3,0.450000,2
3,0.450000,2
3,0.450000,2
3,0.450000,2
3,0.450000,2
3,0.450000,2
3,0.450000,2
3,0.450000,2
3,0.450000,2
3,0.450000,2
3,0.450000,2
3,0.450000,2
3,0.450000,2
3,0.450000,2
3,0.450000,2
3,0.450000,2
3,0.450000,2
3,0.450000,2
3,0.450000,2
3,0.450000,2
3,0.450000,2
3,0.450000,2
3,0.450000,2
3,0.450000,2
3,0.450000,2
3,0.450000,2
3,0.450000,2
3,0.450000,2
3,0.450000,2
3,0.450000,2
3,0.450000,2
3,0.450000,2
3,0.450000,2
3,0.450000,3
3,0.450000,3
3,0.450000,2
3,0.450000,2
3,0.450000,2
3,0.450000,2
3,0.450000,2
3,0.450000,2
3,0.450000,2
3,0.450000,2
3,0.450000,2
3,0.450000,2
3,0.450000,2
3,0.450000,2
3,0.450000,2
3,0.450000,2
3,0.450000,2
3,0.450000,2
3,0.450000,2
3,0.450000,3
3,0.450000,2
3,0.450000,2
3,0.450000,2
3,0.450000,2
3,0.450000,2
3,0.450000,2
3,0.450000,2
3,0.450000,2
3,0.450000,2
3,0.450000,2
3,0.450000,2
3,0.450000,2
3,0.450000,2
3,0.450000,2
3,0.450000,2
3,0.450000,2
3,0.450000,2
3,0.450000,3
5,0.100000,2
5,0.100000,2
5,0.100000,5
5,0.100000,5
5,0.100000,4
5,0.100000,4
5,0.100000,3
5,0.100000,2
5,0.100000,2
5,0.100000,5
5,0.100000,2
5,0.100000,4
5,0.100000,2
5,0.100000,2
5,0.100000,5
5,0.100000,3
5,0.100000,3
5,0.100000,5
5,0.100000,2
5,0.100000,5
5,0.100000,3
5,0.100000,3
5,0.100000,3
5,0.100000,5
5,0.100000,4
5,0.100000,4
5,0.100000,4
5,0.100000,5
5,0.100000,5
5,0.100000,5
5,0.100000,4
5,0.100000,5
5,0.100000,5
5,0.100000,3
5,0.100000,5
5,0.100000,3
5,0.100000,4
5,0.100000,4
5,0.100000,3
5,0.100000,5
5,0.100000,5
5,0.100000,5
5,0.100000,4
5,0.100000,5
5,0.100000,2
5,0.100000,4
5,0.100000,2
5,0.100000,3
5,0.100000,3
5,0.100000,3
5,0.100000,3
5,0.100000,2
5,0.100000,5
5,0.100000,2
5,0.100000,2
5,0.100000,3
5,0.100000,5
5,0.100000,3
5,0.100000,5
5,0.100000,3
5,0.100000,3
5,0.100000,3
5,0.100000,3
5,0.100000,3
5,0.100000,3
5,0.100000,3
5,0.100000,4
5,0.100000,5
5,0.100000,3
5,0.100000,3
5,0.100000,5
5,0.100000,3
5,0.100000,5
5,0.100000,2
5,0.100000,5
5,0.100000,3
5,0.100000,2
5,0.100000,1
5,0.100000,3
5,0.100000,5
5,0.100000,2
5,0.100000,2
5,0.100000,2
5,0.100000,3
5,0.100000,5
5,0.100000,2
5,0.100000,4
5,0.100000,3
5,0.100000,3
5,0.100000,3
5,0.100000,3
5,0.100000,4
5,0.100000,3
5,0.100000,1
5,0.100000,5
5,0.100000,4
5,0.100000,5
5,0.100000,5
5,0.100000,2
5,0.100000,4
5,0.200000,2
5,0.200000,2
5,0.200000,2
5,0.200000,4
5,0.200000,3
5,0.200000,3
5,0.200000,4
5,0.200000,2
5,0.200000,3
5,0.200000,3
5,0.200000,0
5,0.200000,3
5,0.200000,2
5,0.200000,4
5,0.200000,2
5,0.200000,3
5,0.200000,2
5,0.200000,2
5,0.200000,2
5,0.200000,5
5,0.200000,3
5,0.200000,2
5,0.200000,2
5,0.200000,3
5,0.200000,3
5,0.200000,1
5,0.200000,2
5,0.200000,2
5,0.200000,2
5,0.200000,2
5,0.200000,2
5,0.200000,2
5,0.200000,4
5,0.200000,4
5,0.200000,2
5,0.200000,4
5,0.200000,2
5,0.200000,3
5,0.200000,3
5,0.200000,3
5,0.200000,3
5,0.200000,4
5,0.200000,3
5,0.200000,2
5,0.200000,2
5,0.200000,2
5,0.200000,2
5,0.200000,3
5,0.200000,2
5,0.200000,4
5,0.200000,2
5,0.200000,2
5,0.200000,3
5,0.200000,3
5,0.200000,2
5,0.200000,4
5,0.200000,2
5,0.200000,2
5,0.200000,3
5,0.200000,2
5,0.200000,2
5,0.200000,2
5,0.200000,2
5,0.200000,3
5,0.200000,3
5,0.200000,1
5,0.200000,5
5,0.200000,4
5,0.200000,3
5,0.200000,5
5,0.200000,2
5,0.200000,3
5,0.200000,2
5,0.200000,4
5,0.200000,3
5,0.200000,4
5,0.200000,5
5,0.200000,4
5,0.200000,4
5,0.200000,3
5,0.200000,2
5,0.200000,2
5,0.200000,2
5,0.200000,2
5,0.200000,2
5,0.200000,1
5,0.200000,3
5,0.200000,3
5,0.200000,2
5,0.200000,3
5,0.200000,1
5,0.200000,4
5,0.200000,4
5,0.200000,2
5,0.200000,2
5,0.200000,1
5,0.200000,4
5,0.200000,5
5,0.200000,2
5,0.200000,3
5,0.300000,2
5,0.300000,2
5,0.300000,1
5,0.300000,2
5,0.300000,3
5,0.300000,2
5,0.300000,3
5,0.300000,2
5,0.300000,2
5,0.300000,3
5,0.300000,2
5,0.300000,4
5,0.300000,1
5,0.300000,3
5,0.300000,3
5,0.300000,2
5,0.300000,2
5,0.300000,2
5,0.300000,2
5,0.300000,2
5,0.300000,2
5,0.300000,3
5,0.300000,1
5,0.300000,3
5,0.300000,2
5,0.300000,4
5,0.300000,2
5,0.300000,2
5,0.300000,2
5,0.300000,2
5,0.300000,2
5,0.300000,2
5,0.300000,2
5,0.300000,2
5,0.300000,2
5,0.300000,4
5,0.300000,5
5,0.300000,3
5,0.300000,3
5,0.300000,2
5,0.300000,5
5,0.300000,3
5,0.300000,3
5,0.300000,2
5,0.300000,2
5,0.300000,2
5,0.300000,3
5,0.300000,3
5,0.300000,3
5,0.300000,2
5,0.300000,3
5,0.300000,3
5,0.300000,2
5,0.300000,3
5,0.300000,3
5,0.300000,2
5,0.300000,2
5,0.300000,2
5,0.300000,3
5,0.300000,2
5,0.300000,2
5,0.300000,2
5,0.300000,2
5,0.300000,4
5,0.300000,2
5,0.300000,3
5,0.300000,3
5,0.300000,2
5,0.300000,4
5,0.300000,2
5,0.300000,2
5,0.300000,5
5,0.300000,2
5,0.300000,3
5,0.300000,3
5,0.300000,4
5,0.300000,2
5,0.300000,2
5,0.300000,3
5,0.300000,4
5,0.300000,4
5,0.300000,2
5,0.300000,3
5,0.300000,2
5,0.300000,3
5,0.300000,1
5,0.300000,4
5,0.300000,2
5,0.300000,2
5,0.300000,3
5,0.300000,2
5,0.300000,2
5,0.300000,2
5,0.300000,1
5,0.300000,1
5,0.300000,4
5,0.300000,2
5,0.300000,2
5,0.300000,2
5,0.300000,1
5,0.450000,2
5,0.450000,3
5,0.450000,2
5,0.450000,2
5,0.450000,2
5,0.450000,2
5,0.450000,3
5,0.450000,2
5,0.450000,2
5,0.450000,2
5,0.450000,2
5,0.450000,2
5,0.450000,3
5,0.450000,2
5,0.450000,2
5,0.450000,3
5,0.450000,2
5,0.450000,2
5,0.450000,2
5,0.450000,2
5,0.450000,2
5,0.450000,2
5,0.450000,2
5,0.450000,2
5,0.450000,3
5,0.450000,2
5,0.450000,2
5,0.450000,2
5,0.450000,2
5,0.450000,3
5,0.450000,2
5,0.450000,3
5,0.450000,2
5,0.450000,2
5,0.450000,2
5,0.450000,2
5,0.450000,2
5,0.450000,2
5,0.450000,2
5,0.450000,2
5,0.450000,2
5,0.450000,2
5,0.450000,2
5,0.450000,2
5,0.450000,2
5,0.450000,2
5,0.450000,3
5,0.450000,2
5,0.450000,2
5,0.450000,2
5,0.450000,2
5,0.450000,2
5,0.450000,5
5,0.450000,2
5,0.450000,2
5,0.450000,2
5,0.450000,2
5,0.450000,3
5,0.450000,2
5,0.450000,2
5,0.450000,2
5,0.450000,2
5,0.450000,2
5,0.450000,2
5,0.450000,2
5,0.450000,2
5,0.450000,2
5,0.450000,2
5,0.450000,2
5,0.450000,4
5,0.450000,3
5,0.450000,3
5,0.450000,2
5,0.450000,2
5,0.450000,2
5,0.450000,2
5,0.450000,2
5,0.450000,2
5,0.450000,2
5,0.450000,2
5,0.450000,2
5,0.450000,2
5,0.450000,3
5,0.450000,2
5,0.450000,3
5,0.450000,2
5,0.450000,0
5,0.450000,2
5,0.450000,2
5,0.450000,1
5,0.450000,2
5,0.450000,2
5,0.450000,2
5,0.450000,2
5,0.450000,3
5,0.450000,2
5,0.450000,2
5,0.450000,2
5,0.450000,2
5,0.450000,3
10,0.100000,5
10,0.100000,2
10,0.100000,5
10,0.100000,6
10,0.100000,4
10,0.100000,2
10,0.100000,4
10,0.100000,7
10,0.100000,4
10,0.100000,2
10,0.100000,4
10,0.100000,0
10,0.100000,2
10,0.100000,3
10,0.100000,4
10,0.100000,4
10,0.100000,4
10,0.100000,6
10,0.100000,5
10,0.100000,0
10,0.100000,6
10,0.100000,5
10,0.100000,4
10,0.100000,9
10,0.100000,2
10,0.100000,8
10,0.100000,5
10,0.100000,5
10,0.100000,5
10,0.100000,4
10,0.100000,3
10,0.100000,5
10,0.100000,3
10,0.100000,2
10,0.100000,5
10,0.100000,4
10,0.100000,3
10,0.100000,3
10,0.100000,3
10,0.100000,8
10,0.100000,9
10,0.100000,9
10,0.100000,4
10,0.100000,5
10,0.100000,8
10,0.100000,4
10,0.100000,4
10,0.100000,5
10,0.100000,5
10,0.100000,4
10,0.100000,6
10,0.100000,6
10,0.100000,3
10,0.100000,6
10,0.100000,6
10,0.100000,4
10,0.100000,4
10,0.100000,3
10,0.100000,5
10,0.100000,2
10,0.100000,4
10,0.100000,4
10,0.100000,8
10,0.100000,3
10,0.100000,6
10,0.100000,2
10,0.100000,1
10,0.100000,5
10,0.100000,6
10,0.100000,2
10,0.100000,5
